merged_spelling,ipa,langid
{jpn}しんしゃ,ɕ ĩ ɰ̃ ɕ a̠,0
{jpn}しんしゅ,ɕ ĩ ɰ̃ ɕ ɨᵝ,0
{jpn}しんしょう,ɕ ĩ ɰ̃ ɕ o̞ː,0
{jpn}しんしょく,ɕ ĩ ɰ̃ ɕ o̞ k ɯ̟ᵝ,0
{jpn}しんしん,ɕ ĩ ɰ̃ ɕ ĩ ɴ,0
{jpn}しんじ,ɕ ĩ ɲ̟ d͡ʑ i,0
{jpn}しんじだい,ɕ ĩ ɲ̟ d͡ʑ i d a̠ i,0
{jpn}しんじつ,ɕ ĩ ɲ̟ d͡ʑ i t͡s ɨᵝ,0
{jpn}しんじゅ,ɕ ĩ ɲ̟ d͡ʑ ɨᵝ,0
{jpn}しんじゅう,ɕ ĩ ɲ̟ d͡ʑ ɨᵝː,0
{jpn}しんせい,ɕ ĩ ɰ̃ s e̞ː,0
{jpn}しんせいだい,ɕ ĩ ɰ̃ s e̞ː d a̠ i,0
{jpn}しんせかいざる,ɕ ĩ ɰ̃ s e̞ k a̠ i z a̠ ɾ ɯ̟ᵝ,0
{jpn}しんせつ,ɕ ĩ ɰ̃ s e̞ t͡s ɨᵝ,0
{jpn}しんぜん,ɕ ĩ n d͡z ẽ̞ ɴ,0
{jpn}しんそう,ɕ ĩ ɰ̃ s o̞ː,0
{jpn}しんそうがくしゅう,ɕ ĩ ɰ̃ s o̞ː ɡ a̠ k ɯ̟ᵝ ɕ ɨᵝː,0
{jpn}しんそつ,ɕ ĩ ɰ̃ s o̞ t͡s ɨᵝ,0
{jpn}しんだいしゃ,ɕ ĩ n d a̠ i ɕ a̠,0
{jpn}しんちく,ɕ ĩ ɲ̟ t͡ɕ i k ɯ̟ᵝ,0
{jpn}しんちゃ,ɕ ĩ ɲ̟ t͡ɕ a̠,0
{jpn}しんちゃく,ɕ ĩ ɲ̟ t͡ɕ a̠ k ɯ̟ᵝ,0
{jpn}しんちゅう,ɕ ĩ ɲ̟ t͡ɕ ɨᵝː,0
{jpn}しんちょうい,ɕ ĩ ɲ̟ t͡ɕ o̞ː i,0
{jpn}しんちょく,ɕ ĩ ɲ̟ t͡ɕ o̞ k ɯ̟ᵝ,0
{jpn}しんつう,ɕ ĩ n t͡s ɨᵝː,0
{jpn}しんでん,ɕ ĩ n d ẽ̞ ɴ,0
{jpn}しんと,ɕ ĩ n t o̞,0
{jpn}しんどく,ɕ ĩ n d o̞ k ɯ̟ᵝ,0
{jpn}しんにちは,ɕ ĩ ɲ̟ ɲ̟ i t͡ɕ i h a̠,0
{jpn}しんねん,ɕ ĩ nː ẽ̞ ɴ,0
{jpn}しんのすけ,ɕ ĩ nː o̞ s ɨᵝ k e̞,0
{jpn}しんはつばい,ɕ ĩ ɰ̃ h a̠ t͡s ɨᵝ b a̠ i,0
{jpn}しんぱ,ɕ ĩ m p a̠,0
{jpn}しんぱいていし,ɕ ĩ m p a̠ i t e̞ː ɕ i,0
{jpn}しんぱく,ɕ ĩ m p a̠ k ɯ̟ᵝ,0
{jpn}しんぱんいん,ɕ ĩ m p ã̠ ɰ̃ ĩ ɴ,0
{jpn}しんびがん,ɕ ĩ m bʲ i ɡ ã̠ ɴ,0
{jpn}しんぴつ,ɕ ĩ m pʲ i t͡s ɨᵝ,0
{jpn}しんぴょう,ɕ ĩ m pʲ o̞ː,0
{jpn}しんぶつ,ɕ ĩ m b ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}しんぶん,ɕ ĩ m b ɯ̟̃ᵝ ɴ,0
{jpn}しんぶんしゃ,ɕ ĩ m b ɯ̟̃ᵝ ɰ̃ ɕ a̠,0
{jpn}しんぷく,ɕ ĩ m p ɯ̟̊ᵝ k ɯ̟ᵝ,0
{jpn}しんぺい,ɕ ĩ m p e̞ː,0
{jpn}しんぺん,ɕ ĩ m p ẽ̞ ɴ,0
{jpn}しんぼう,ɕ ĩ m b o̞ː,0
{jpn}しんぼく,ɕ ĩ m b o̞ k ɯ̟ᵝ,0
{jpn}しんまい,ɕ ĩ mː a̠ i,0
{jpn}しんみん,ɕ ĩ mʲː ĩ ɴ,0
{jpn}しんやく,ɕ ĩ ɰ̃ j a̠ k ɯ̟ᵝ,0
{jpn}しんようはんばい,ɕ ĩ ɰ̃ j o̞ː h ã̠ m b a̠ i,0
{jpn}しんら,ɕ ĩ n ɾ a̠,0
{jpn}しんりせん,ɕ ĩ n ɾʲ i s ẽ̞ ɴ,0
{jpn}しんりょう,ɕ ĩ n ɾʲ o̞ː,0
{jpn}しんりん,ɕ ĩ n ɾʲ ĩ ɴ,0
{jpn}しんろ,ɕ ĩ n ɾ o̞,0
{jpn}しんわ,ɕ ĩ ɰ̃ ɰᵝ a̠,0
{jpn}じいしきかじょう,d͡ʑ iː ɕ i kʲ i k a̠ ʑ o̞ː,0
{jpn}じぇ,d͡ʑ e̞,0
{jpn}じえいたい,d͡ʑ i e̞ː t a̠ i,0
{jpn}じかい,d͡ʑ i k a̠ i,0
{jpn}じかく,d͡ʑ i k a̠ k ɯ̟ᵝ,0
{jpn}じかに,d͡ʑ i k a̠ ɲ̟ i,0
{jpn}じかんたい,d͡ʑ i k ã̠ n t a̠ i,0
{jpn}じき,d͡ʑ i kʲ i,0
{jpn}じきばき,d͡ʑ i kʲ i b a̠ kʲ i,0
{jpn}じきゅうじそく,d͡ʑ i kʲ ɨᵝː ʑ i s o̞ k ɯ̟ᵝ,0
{jpn}じきょう,d͡ʑ i kʲ o̞ː,0
{jpn}じぎょうけいかく,d͡ʑ i ɡʲ o̞ː k e̞ː k a̠ k ɯ̟ᵝ,0
{jpn}じげしょうめいしょ,d͡ʑ i ɡ e̞ ɕ o̞ː m e̞ː ɕ o̞,0
{jpn}じこく,d͡ʑ i k o̞ k ɯ̟ᵝ,0
{jpn}じこけんじよく,d͡ʑ i k o̞ k ẽ̞ ɲ̟ d͡ʑ i j o̞ k ɯ̟ᵝ,0
{jpn}じこちゅうしん,d͡ʑ i k o̞ t͡ɕ ɨᵝː ɕ ĩ ɴ,0
{jpn}じこまんぞく,d͡ʑ i k o̞ m ã̠ n d͡z o̞ k ɯ̟ᵝ,0
{jpn}じこる,d͡ʑ i k o̞ ɾ ɯ̟ᵝ,0
{jpn}じごうじとく,d͡ʑ i ɡ o̞ː ʑ i t o̞ k ɯ̟ᵝ,0
{jpn}じごく,d͡ʑ i ɡ o̞ k ɯ̟ᵝ,0
{jpn}じごくへのみちはぜんいでほそうされている,d͡ʑ i ɡ o̞ k ɯ̟ᵝ e̞ n o̞ mʲ i t͡ɕ i ɰᵝ a̠ d͡z ẽ̞ ɰ̃ i d e̞ h o̞ s o̞ː s a̠ ɾ e̞ t e̞ i ɾ ɯ̟ᵝ,0
{jpn}じさつ,d͡ʑ i s a̠ t͡s ɨᵝ,0
{jpn}じさつてん,d͡ʑ i s a̠ t͡s ɨᵝ t ẽ̞ ɴ,0
{jpn}じし,d͡ʑ i ɕ i,0
{jpn}じしゅく,d͡ʑ i ɕ ɨᵝ k ɯ̟ᵝ,0
{jpn}じしゅれんしゅう,d͡ʑ i ɕ ɨᵝ ɾ ẽ̞ ɰ̃ ɕ ɨᵝː,0
{jpn}じしょ,d͡ʑ i ɕ o̞,0
{jpn}じしょけい,d͡ʑ i ɕ o̞ k e̞ː,0
{jpn}じじつごにん,d͡ʑ i ʑ i t͡s ɨᵝ ɡ o̞ ɲ̟ ĩ ɴ,0
{jpn}じじょ,d͡ʑ i ʑ o̞,0
{jpn}じじょう,d͡ʑ i ʑ o̞ː,0
{jpn}じすべり,d͡ʑ i s ɨᵝ b e̞ ɾʲ i,0
{jpn}じせいしん,d͡ʑ i s e̞ː ɕ ĩ ɴ,0
{jpn}じそ,d͡ʑ i s o̞,0
{jpn}じだいげき,d͡ʑ i d a̠ i ɡ e̞ kʲ i,0
{jpn}じち,d͡ʑ i t͡ɕ i,0
{jpn}じちき,d͡ʑ i t͡ɕ i kʲ i,0
{jpn}じちたい,d͡ʑ i t͡ɕ i t a̠ i,0
{jpn}じちたいけいさつ,d͡ʑ i t͡ɕ i t a̠ i k e̞ː s a̠ t͡s ɨᵝ,0
{jpn}じちょう,d͡ʑ i t͡ɕ o̞ː,0
{jpn}じっか,d͡ʑ i k̚ k a̠,0
{jpn}じっき,d͡ʑ i k̚ʲ kʲ i,0
{jpn}じっけん,d͡ʑ i k̚ k ẽ̞ ɴ,0
{jpn}じっけんしつ,d͡ʑ i k̚ k ẽ̞ ɰ̃ ɕ i̥ t͡s ɨᵝ,0
{jpn}じっしょく,d͡ʑ i ɕː o̞ k ɯ̟ᵝ,0
{jpn}じったいきょう,d͡ʑ i t̚ t a̠ i kʲ o̞ː,0
{jpn}じっと,d͡ʑ i t̚ t o̞,0
{jpn}じつげつ,d͡ʑ i t͡s ɨᵝ ɡ e̞ t͡s ɨᵝ,0
{jpn}じつげん,d͡ʑ i t͡s ɨᵝ ɡ ẽ̞ ɴ,0
{jpn}じつざい,d͡ʑ i t͡s ɨᵝ z a̠ i,0
{jpn}じつざいろん,d͡ʑ i t͡s ɨᵝ z a̠ i ɾ õ̞ ɴ,0
{jpn}じつだん,d͡ʑ i t͡s ɨᵝ d ã̠ ɴ,0
{jpn}じつひきすう,d͡ʑ i t͡s ɨᵝ ç i kʲ i s ɨᵝː,0
{jpn}じつろく,d͡ʑ i t͡s ɨᵝ ɾ o̞ k ɯ̟ᵝ,0
{jpn}じてん,d͡ʑ i t ẽ̞ ɴ,0
{jpn}じてんしゃどう,d͡ʑ i t ẽ̞ ɰ̃ ɕ a̠ d o̞ː,0
{jpn}じどうか,d͡ʑ i d o̞ː k a̠,0
{jpn}じどうぎゃくたい,d͡ʑ i d o̞ː ɡʲ a̠ k ɯ̟ᵝ t a̠ i,0
{jpn}じどうげんきんよはらいき,d͡ʑ i d o̞ː ɡ ẽ̞ ŋʲ kʲ ĩ ɰ̃ j o̞ h a̠ ɾ a̠ i kʲ i,0
{jpn}じどうし,d͡ʑ i d o̞ː ɕ i,0
{jpn}じどうしゃ,d͡ʑ i d o̞ː ɕ a̠,0
{jpn}じどうしょうじゅう,d͡ʑ i d o̞ː ɕ o̞ː ʑ ɨᵝː,0
{jpn}じどり,d͡ʑ i d o̞ ɾʲ i,0
{jpn}じねずみ,d͡ʑ i n e̞ z ɨᵝ mʲ i,0
{jpn}じびき,d͡ʑ i bʲ i kʲ i,0
{jpn}じびょう,d͡ʑ i bʲ o̞ː,0
{jpn}じぼ,d͡ʑ i b o̞,0
{jpn}じまい,d͡ʑ i m a̠ i,0
{jpn}じまん,d͡ʑ i m ã̠ ɴ,0
{jpn}じみ,d͡ʑ i mʲ i,0
{jpn}じみこ,d͡ʑ i mʲ i k o̞,0
{jpn}じみんとう,d͡ʑ i mʲ ĩ n t o̞ː,0
{jpn}じめん,d͡ʑ i m ẽ̞ ɴ,0
{jpn}じもと,d͡ʑ i m o̞ t o̞,0
{jpn}じもんじとう,d͡ʑ i m õ̞ ɲ̟ d͡ʑ i t o̞ː,0
{jpn}じゃ,d͡ʑ a̠,0
{jpn}じゃあく,d͡ʑ a̠ a̠ k ɯ̟ᵝ,0
{jpn}じゃかじゃか,d͡ʑ a̠ k a̠ ʑ a̠ k a̠,0
{jpn}じゃく,d͡ʑ a̠ k ɯ̟ᵝ,0
{jpn}じゃくしゃ,d͡ʑ a̠ k ɯ̟̊ᵝ ɕ a̠,0
{jpn}じゃけ,d͡ʑ a̠ k e̞,0
{jpn}じゃこうねこ,d͡ʑ a̠ k o̞ː n e̞ k o̞,0
{jpn}じゃっきゅう,d͡ʑ a̠ k̚ʲ kʲ ɨᵝː,0
{jpn}じゃび,d͡ʑ a̠ bʲ i,0
{jpn}じゃま,d͡ʑ a̠ m a̠,0
{jpn}じゅいん,d͡ʑ ɨᵝ ĩ ɴ,0
{jpn}じゅう,d͡ʑ ɨᵝː,0
{jpn}じゅうえん,d͡ʑ ɨᵝː ẽ̞ ɴ,0
{jpn}じゅうおく,d͡ʑ ɨᵝː o̞ k ɯ̟ᵝ,0
{jpn}じゅうがい,d͡ʑ ɨᵝː ɡ a̠ i,0
{jpn}じゅうきゅう,d͡ʑ ɨᵝː kʲ ɨᵝː,0
{jpn}じゅうこうぎょう,d͡ʑ ɨᵝː k o̞ː ɡʲ o̞ː,0
{jpn}じゅうさん,d͡ʑ ɨᵝː s ã̠ ɴ,0
{jpn}じゅうざい,d͡ʑ ɨᵝː z a̠ i,0
{jpn}じゅうしち,d͡ʑ ɨᵝː ɕ i t͡ɕ i,0
{jpn}じゅうじ,d͡ʑ ɨᵝː ʑ i,0
{jpn}じゅうじろ,d͡ʑ ɨᵝː ʑ i ɾ o̞,0
{jpn}じゅうすいそ,d͡ʑ ɨᵝː s ɨᵝ i s o̞,0
{jpn}じゅうぜん,d͡ʑ ɨᵝː z ẽ̞ ɴ,0
{jpn}じゅうぞく,d͡ʑ ɨᵝː z o̞ k ɯ̟ᵝ,0
{jpn}じゅうていおん,d͡ʑ ɨᵝː t e̞ː õ̞ ɴ,0
{jpn}じゅうでん,d͡ʑ ɨᵝː d ẽ̞ ɴ,0
{jpn}じゅうでんき,d͡ʑ ɨᵝː d ẽ̞ ŋʲ kʲ i,0
{jpn}じゅうど,d͡ʑ ɨᵝː d o̞,0
{jpn}じゅうどう,d͡ʑ ɨᵝː d o̞ː,0
{jpn}じゅうに,d͡ʑ ɨᵝː ɲ̟ i,0
{jpn}じゅうにしちょうかいよう,d͡ʑ ɨᵝː ɲ̟ i ɕ i t͡ɕ o̞ː k a̠ i j o̞ː,0
{jpn}じゅうにひとえ,d͡ʑ ɨᵝː ɲ̟ i ç i t o̞ e̞,0
{jpn}じゅうはん,d͡ʑ ɨᵝː h ã̠ ɴ,0
{jpn}じゅうみん,d͡ʑ ɨᵝː mʲ ĩ ɴ,0
{jpn}じゅうよう,d͡ʑ ɨᵝː j o̞ː,0
{jpn}じゅうようぎょうせきひょうかしひょう,d͡ʑ ɨᵝː j o̞ː ɡʲ o̞ː s e̞ kʲ i ç o̞ː k a̠ ɕ i ç o̞ː,0
{jpn}じゅうりん,d͡ʑ ɨᵝː ɾʲ ĩ ɴ,0
{jpn}じゅかい,d͡ʑ ɨᵝ k a̠ i,0
{jpn}じゅかん,d͡ʑ ɨᵝ k ã̠ ɴ,0
{jpn}じゅきょう,d͡ʑ ɨᵝ kʲ o̞ː,0
{jpn}じゅぎょうさんかん,d͡ʑ ɨᵝ ɡʲ o̞ː s ã̠ ŋ k ã̠ ɴ,0
{jpn}じゅくせい,d͡ʑ ɨᵝ k ɯ̟ᵝ s e̞ː,0
{jpn}じゅくみん,d͡ʑ ɨᵝ k ɯ̟ᵝ mʲ ĩ ɴ,0
{jpn}じゅしょう,d͡ʑ ɨᵝ ɕ o̞ː,0
{jpn}じゅしょうしき,d͡ʑ ɨᵝ ɕ o̞ː ɕ i kʲ i,0
{jpn}じゅじょうとっき,d͡ʑ ɨᵝ ʑ o̞ː t o̞ k̚ʲ kʲ i,0
{jpn}じゅずかけばと,d͡ʑ ɨᵝ z ɨᵝ k a̠ k e̞ b a̠ t o̞,0
{jpn}じゅそ,d͡ʑ ɨᵝ s o̞,0
{jpn}じゅつご,d͡ʑ ɨᵝ t͡s ɨᵝ ɡ o̞,0
{jpn}じゅでん,d͡ʑ ɨᵝ d ẽ̞ ɴ,0
{jpn}じゅなん,d͡ʑ ɨᵝ n ã̠ ɴ,0
{jpn}じゅなんきょく,d͡ʑ ɨᵝ n ã̠ ŋʲ kʲ o̞ k ɯ̟ᵝ,0
{jpn}じゅにゅう,d͡ʑ ɨᵝ ɲ̟ ɯ̟ᵝː,0
{jpn}じゅひ,d͡ʑ ɨᵝ ç i,0
{jpn}じゅふ,d͡ʑ ɨᵝ ɸ ɯ̟ᵝ,0
{jpn}じゅみょう,d͡ʑ ɨᵝ mʲ o̞ː,0
{jpn}じゅよ,d͡ʑ ɨᵝ j o̞,0
{jpn}じゅらく,d͡ʑ ɨᵝ ɾ a̠ k ɯ̟ᵝ,0
{jpn}じゅりあ,d͡ʑ ɨᵝ ɾʲ i a̠,0
{jpn}じゅんか,d͡ʑ ɨ̃ᵝ ŋ k a̠,0
{jpn}じゅんかつゆ,d͡ʑ ɨ̃ᵝ ŋ k a̠ t͡s ɨᵝ j ɯ̟ᵝ,0
{jpn}じゅんきょう,d͡ʑ ɨ̃ᵝ ŋʲ kʲ o̞ː,0
{jpn}じゅんきょうしゃ,d͡ʑ ɨ̃ᵝ ŋʲ kʲ o̞ː ɕ a̠,0
{jpn}じゅんけつ,d͡ʑ ɨ̃ᵝ ŋ k e̞ t͡s ɨᵝ,0
{jpn}じゅんこう,d͡ʑ ɨ̃ᵝ ŋ k o̞ː,0
{jpn}じゅんしゅう,d͡ʑ ɨ̃ᵝ ɰ̃ ɕ ɨᵝː,0
{jpn}じゅんしょう,d͡ʑ ɨ̃ᵝ ɰ̃ ɕ o̞ː,0
{jpn}じゅんじ,d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i,0
{jpn}じゅんじゅん,d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ ɨ̃ᵝ ɴ,0
{jpn}じゅんたく,d͡ʑ ɨ̃ᵝ n t a̠ k ɯ̟ᵝ,0
{jpn}じゅんなん,d͡ʑ ɨ̃ᵝ nː ã̠ ɴ,0
{jpn}じゅんねん,d͡ʑ ɨ̃ᵝ nː ẽ̞ ɴ,0
{jpn}じゅんび,d͡ʑ ɨ̃ᵝ m bʲ i,0
{jpn}じゅんぷうまんぱん,d͡ʑ ɨ̃ᵝ m p ɯ̟ᵝː m ã̠ m p ã̠ ɴ,0
{jpn}じゅんようかん,d͡ʑ ɨ̃ᵝ ɰ̃ j o̞ː k ã̠ ɴ,0
{jpn}じゆう,d͡ʑ i j ɯ̟ᵝː,0
{jpn}じゆうか,d͡ʑ i j ɯ̟ᵝː k a̠,0
{jpn}じゆうしゅぎ,d͡ʑ i j ɯ̟ᵝː ɕ ɨᵝ ɡʲ i,0
{jpn}じゆうせき,d͡ʑ i j ɯ̟ᵝː s e̞ kʲ i,0
{jpn}じゆうとう,d͡ʑ i j ɯ̟ᵝː t o̞ː,0
{jpn}じゆうど,d͡ʑ i j ɯ̟ᵝː d o̞,0
{jpn}じょ,d͡ʑ o̞,0
{jpn}じょう,d͡ʑ o̞ː,0
{jpn}じょういん,d͡ʑ o̞ː ĩ ɴ,0
{jpn}じょうおう,d͡ʑ o̞ː o̞ː,0
{jpn}じょうおん,d͡ʑ o̞ː õ̞ ɴ,0
{jpn}じょうき,d͡ʑ o̞ː kʲ i,0
{jpn}じょうきゅう,d͡ʑ o̞ː kʲ ɨᵝː,0
{jpn}じょうぎざ,d͡ʑ o̞ː ɡʲ i z a̠,0
{jpn}じょうけん,d͡ʑ o̞ː k ẽ̞ ɴ,0
{jpn}じょうげん,d͡ʑ o̞ː ɡ ẽ̞ ɴ,0
{jpn}じょうこ,d͡ʑ o̞ː k o̞,0
{jpn}じょうざぶ,d͡ʑ o̞ː z a̠ b ɯ̟ᵝ,0
{jpn}じょうしゃ,d͡ʑ o̞ː ɕ a̠,0
{jpn}じょうしゃけん,d͡ʑ o̞ː ɕ a̠ k ẽ̞ ɴ,0
{jpn}じょうしゃひっすい,d͡ʑ o̞ː ɕ a̠ ç i sː ɯ̟ᵝ i,0
{jpn}じょうしょうきりゅう,d͡ʑ o̞ː ɕ o̞ː kʲ i ɾʲ ɨᵝː,0
{jpn}じょうしょく,d͡ʑ o̞ː ɕ o̞ k ɯ̟ᵝ,0
{jpn}じょうじ,d͡ʑ o̞ː ʑ i,0
{jpn}じょうじょう,d͡ʑ o̞ː ʑ o̞ː,0
{jpn}じょうせい,d͡ʑ o̞ː s e̞ː,0
{jpn}じょうたいか,d͡ʑ o̞ː t a̠ i k a̠,0
{jpn}じょうだん,d͡ʑ o̞ː d ã̠ ɴ,0
{jpn}じょうちゅう,d͡ʑ o̞ː t͡ɕ ɨᵝː,0
{jpn}じょうでき,d͡ʑ o̞ː d e̞ kʲ i,0
{jpn}じょうと,d͡ʑ o̞ː t o̞,0
{jpn}じょうねつ,d͡ʑ o̞ː n e̞ t͡s ɨᵝ,0
{jpn}じょうはつ,d͡ʑ o̞ː h a̠ t͡s ɨᵝ,0
{jpn}じょうはんしんはだか,d͡ʑ o̞ː h ã̠ ɰ̃ ɕ ĩ ɰ̃ h a̠ d a̠ k a̠,0
{jpn}じょうほうけんさく,d͡ʑ o̞ː h o̞ː k ẽ̞ ɰ̃ s a̠ k ɯ̟ᵝ,0
{jpn}じょうまえや,d͡ʑ o̞ː m a̠ e̞ j a̠,0
{jpn}じょうみゃくちゅうしゃ,d͡ʑ o̞ː mʲ a̠ k ɯ̟ᵝ t͡ɕ ɨᵝː ɕ a̠,0
{jpn}じょうむいん,d͡ʑ o̞ː m ɯ̟ᵝ ĩ ɴ,0
{jpn}じょうやく,d͡ʑ o̞ː j a̠ k ɯ̟ᵝ,0
{jpn}じょうようかんじ,d͡ʑ o̞ː j o̞ː k ã̠ ɲ̟ d͡ʑ i,0
{jpn}じょうようたいすう,d͡ʑ o̞ː j o̞ː t a̠ i s ɨᵝː,0
{jpn}じょうら,d͡ʑ o̞ː ɾ a̠,0
{jpn}じょうり,d͡ʑ o̞ː ɾʲ i,0
{jpn}じょうるり,d͡ʑ o̞ː ɾ ɯ̟ᵝ ɾʲ i,0
{jpn}じょうろ,d͡ʑ o̞ː ɾ o̞,0
{jpn}じょうわ,d͡ʑ o̞ː ɰᵝ a̠,0
{jpn}じょうわんこつ,d͡ʑ o̞ː ɰᵝ ã̠ ŋ k o̞ t͡s ɨᵝ,0
{jpn}じょがくせい,d͡ʑ o̞ ɡ a̠ k ɯ̟̊ᵝ s e̞ː,0
{jpn}じょきょく,d͡ʑ o̞ kʲ o̞ k ɯ̟ᵝ,0
{jpn}じょきん,d͡ʑ o̞ kʲ ĩ ɴ,0
{jpn}じょげん,d͡ʑ o̞ ɡ ẽ̞ ɴ,0
{jpn}じょし,d͡ʑ o̞ ɕ i,0
{jpn}じょしりょう,d͡ʑ o̞ ɕ i ɾʲ o̞ː,0
{jpn}じょじし,d͡ʑ o̞ ʑ i ɕ i,0
{jpn}じょすう,d͡ʑ o̞ s ɨᵝː,0
{jpn}じょそう,d͡ʑ o̞ s o̞ː,0
{jpn}じょそうざい,d͡ʑ o̞ s o̞ː z a̠ i,0
{jpn}じょたい,d͡ʑ o̞ t a̠ i,0
{jpn}じょてい,d͡ʑ o̞ t e̞ː,0
{jpn}じょゆう,d͡ʑ o̞ j ɯ̟ᵝː,0
{jpn}じりん,d͡ʑ i ɾʲ ĩ ɴ,0
{jpn}じろう,d͡ʑ i ɾ o̞ː,0
{jpn}じろん,d͡ʑ i ɾ õ̞ ɴ,0
{jpn}じわり,d͡ʑ i ɰᵝ a̠ ɾʲ i,0
{jpn}じん,d͡ʑ ĩ ɴ,0
{jpn}じんい,d͡ʑ ĩ ɰ̃ i,0
{jpn}じんぎ,d͡ʑ ĩ ŋʲ ɡʲ i,0
{jpn}じんけん,d͡ʑ ĩ ŋ k ẽ̞ ɴ,0
{jpn}じんこうげんご,d͡ʑ ĩ ŋ k o̞ː ɡ ẽ̞ ŋ ɡ o̞,0
{jpn}じんこうちのう,d͡ʑ ĩ ŋ k o̞ː t͡ɕ i n o̞ː,0
{jpn}じんざい,d͡ʑ ĩ n d͡z a̠ i,0
{jpn}じんせん,d͡ʑ ĩ ɰ̃ s ẽ̞ ɴ,0
{jpn}じんそく,d͡ʑ ĩ ɰ̃ s o̞ k ɯ̟ᵝ,0
{jpn}じんぞう,d͡ʑ ĩ n d͡z o̞ː,0
{jpn}じんぞうにんげん,d͡ʑ ĩ n d͡z o̞ː ɲ̟ ĩ ŋ ɡ ẽ̞ ɴ,0
{jpn}じんどう,d͡ʑ ĩ n d o̞ː,0
{jpn}じんばきゅう,d͡ʑ ĩ m b a̠ kʲ ɨᵝː,0
{jpn}じんぶん,d͡ʑ ĩ m b ɯ̟̃ᵝ ɴ,0
{jpn}じんべえ,d͡ʑ ĩ m b e̞ e̞,0
{jpn}じんめい,d͡ʑ ĩ mː e̞ː,0
{jpn}じんらい,d͡ʑ ĩ n ɾ a̠ i,0
{jpn}すあし,s ɨᵝ a̠ ɕ i,0
{jpn}すい,s ɨᵝ i,0
{jpn}すいあげる,s ɨᵝ i a̠ ɡ e̞ ɾ ɯ̟ᵝ,0
{jpn}すいいき,s ɨᵝ i i kʲ i,0
{jpn}すいか,s ɨᵝ i k a̠,0
{jpn}すいがい,s ɨᵝ i ɡ a̠ i,0
{jpn}すいげん,s ɨᵝ i ɡ ẽ̞ ɴ,0
{jpn}すいこう,s ɨᵝ i k o̞ː,0
{jpn}すいこむ,s ɨᵝ i k o̞ m ɯ̟ᵝ,0
{jpn}すいさい,s ɨᵝ i s a̠ i,0
{jpn}すいさつ,s ɨᵝ i s a̠ t͡s ɨᵝ,0
{jpn}すいさん,s ɨᵝ i s ã̠ ɴ,0
{jpn}すいさんか,s ɨᵝ i s ã̠ ŋ k a̠,0
{jpn}すいしんき,s ɨᵝ i ɕ ĩ ŋʲ kʲ i,0
{jpn}すいじ,s ɨᵝ i ʑ i,0
{jpn}すいじゃく,s ɨᵝ i ʑ a̠ k ɯ̟ᵝ,0
{jpn}すいじゅん,s ɨᵝ i ʑ ɨ̃ᵝ ɴ,0
{jpn}すいじょう,s ɨᵝ i ʑ o̞ː,0
{jpn}すいせん,s ɨᵝ i s ẽ̞ ɴ,0
{jpn}すいせんじょう,s ɨᵝ i s ẽ̞ ɲ̟ d͡ʑ o̞ː,0
{jpn}すいぜん,s ɨᵝ i z ẽ̞ ɴ,0
{jpn}すいそうがく,s ɨᵝ i s o̞ː ɡ a̠ k ɯ̟ᵝ,0
{jpn}すいそく,s ɨᵝ i s o̞ k ɯ̟ᵝ,0
{jpn}すいそばくだん,s ɨᵝ i s o̞ b a̠ k ɯ̟ᵝ d ã̠ ɴ,0
{jpn}すいぞう,s ɨᵝ i z o̞ː,0
{jpn}すいぞくかん,s ɨᵝ i z o̞ k ɯ̟̊ᵝ k ã̠ ɴ,0
{jpn}すいたい,s ɨᵝ i t a̠ i,0
{jpn}すいちょく,s ɨᵝ i t͡ɕ o̞ k ɯ̟ᵝ,0
{jpn}すいとう,s ɨᵝ i t o̞ː,0
{jpn}すいとりがみ,s ɨᵝ i t o̞ ɾʲ i ɡ a̠ mʲ i,0
{jpn}すいとる,s ɨᵝ i t o̞ ɾ ɯ̟ᵝ,0
{jpn}すいはんき,s ɨᵝ i h ã̠ ŋʲ kʲ i,0
{jpn}すいばく,s ɨᵝ i b a̠ k ɯ̟ᵝ,0
{jpn}すいふ,s ɨᵝ i ɸ ɯ̟ᵝ,0
{jpn}すいへいせん,s ɨᵝ i h e̞ː s ẽ̞ ɴ,0
{jpn}すいほう,s ɨᵝ i h o̞ː,0
{jpn}すいほうにきす,s ɨᵝ i h o̞ː ɲ̟ i kʲ i s ɨᵝ,0
{jpn}すいぼう,s ɨᵝ i b o̞ː,0
{jpn}すいぼくが,s ɨᵝ i b o̞ k ɯ̟ᵝ ɡ a̠,0
{jpn}すいもんがく,s ɨᵝ i m õ̞ ŋ ɡ a̠ k ɯ̟ᵝ,0
{jpn}すいりゅう,s ɨᵝ i ɾʲ ɨᵝː,0
{jpn}すいりょう,s ɨᵝ i ɾʲ o̞ː,0
{jpn}すいりょく,s ɨᵝ i ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}すいれん,s ɨᵝ i ɾ ẽ̞ ɴ,0
{jpn}すいろきょう,s ɨᵝ i ɾ o̞ kʲ o̞ː,0
{jpn}すいろく,s ɨᵝ i ɾ o̞ k ɯ̟ᵝ,0
